cohort,source_count,encoder,contrast,metric,paired_difference,ci95_low,ci95_high,participant_win_fraction,participants
hcp83,16,qsf,random_robust minus template_random_robust,normalized_mse,0.013279935641421374,0.013091068261659245,0.013479620779691363,0.0,729
hcp83,16,qsf,selected_robust minus template_selected_robust,normalized_rmse,0.07874826645192075,0.07802478317860793,0.0794938876784186,0.0,729
hcp83,16,qsf,selected_robust minus template_selected_robust,normalized_mse,0.011434929311535261,0.011284301741107082,0.011592510250104835,0.0,729
hcp83,16,qsf,random_projection minus random_bounded_residual,normalized_rmse,0.003038016963689332,0.0027955994518048303,0.0032806931705157763,0.08916323731138547,729
hcp83,16,qsf,random_projection minus random_bounded_residual,normalized_mse,0.0007523796276233547,0.0006887746313545701,0.000821634210010622,0.08367626886145405,729
hcp83,16,qsf,random_robust minus atlas_random_aligned,normalized_rmse,0.09455082270305268,0.09378198157337965,0.09537112600772119,0.0,729
hcp83,16,qsf,random_robust minus atlas_random_aligned,normalized_mse,0.013983476911795264,0.0137741432737071,0.014199336772238962,0.0,729
hcp83,16,qsf,selected_robust minus atlas_selected_aligned,normalized_rmse,0.08624570851266593,0.08554834693247859,0.08697999448591898,0.0,729
hcp83,16,qsf,selected_robust minus atlas_selected_aligned,normalized_mse,0.011933509208360978,0.011766471940590956,0.012110153528244768,0.0,729
hcp83,16,qsf,random_projection minus template_random_projection,normalized_rmse,0.0862853370329383,0.085412639902804,0.08717774533072956,0.0,729
hcp83,16,qsf,random_projection minus template_random_projection,normalized_mse,0.013901985901433355,0.013698523025269058,0.014111348981243778,0.0,729
hcp83,16,qsf,random_bounded_residual minus template_random_bounded_residual,normalized_rmse,0.08493893489195338,0.08403140216272277,0.08584533398868559,0.0,729
hcp83,16,qsf,random_bounded_residual minus template_random_bounded_residual,normalized_mse,0.013279935641421374,0.013088476744846598,0.013472714077188341,0.0,729
hcp83,16,qsf,selected_projection minus template_selected_projection,normalized_rmse,0.07994977217202458,0.07919023824889876,0.0806966980617046,0.0,729
hcp83,16,qsf,selected_projection minus template_selected_projection,normalized_mse,0.011913275172488275,0.011746809720382716,0.012087021837534241,0.0,729
hcp83,16,qsf,selected_bounded_residual minus template_selected_bounded_residual,normalized_rmse,0.07874826645192075,0.07800177047229678,0.07951141519114145,0.0,729
hcp83,16,qsf,selected_bounded_residual minus template_selected_bounded_residual,normalized_mse,0.011434929311535261,0.011282133513421153,0.011589679859340412,0.0,729
hcp83,16,heat_raw18,selected_robust minus random_robust,normalized_rmse,-0.010285057820158903,-0.01069680893542769,-0.009891066427972378,0.9725651577503429,729
hcp83,16,heat_raw18,selected_robust minus random_robust,normalized_mse,-0.0027330011498661972,-0.002844691691412284,-0.0026239076975670657,0.9725651577503429,729
hcp83,16,heat_raw18,random_robust minus random_ordinary,normalized_rmse,-0.0035788779511977302,-0.0038342038614287157,-0.003343524923172393,0.9684499314128944,729
hcp83,16,heat_raw18,random_robust minus random_ordinary,normalized_mse,-0.001009088894529788,-0.001092254994338145,-0.0009315070093824692,0.9725651577503429,729
hcp83,16,heat_raw18,ordinary_selected minus random_ordinary,normalized_rmse,-0.010939393738126316,-0.011352482920004176,-0.010528405278291957,0.9766803840877915,729
