cohort,source_count,encoder,policy,graph,scaling,family,equal_participant_nrmse,equal_participant_nmse,row_mean_nrmse,p95,p99,maximum,rows_above_one,participants,records
hcp83,16,heat_raw18,spectral,individual,tanh3,residual,0.12558891253058385,0.01612712045720919,0.125706936869472,0.1562607394070599,0.16985401726972968,0.1972860209436453,0,729,3189
hcp83,16,heat_raw18,qsf_discrimination,individual,tanh3,bounded_residual,0.12547292664053114,0.016041703152444138,0.1255969896686399,0.15408634388082648,0.17103421663360333,0.2048490811289694,0,729,3189
hcp83,16,heat_raw18,qsf_discrimination,individual,tanh3,ordinary,0.1288926110988151,0.016943396619404427,0.12903003048326647,0.15897922132685074,0.17701992084683582,0.287221167070828,0,729,3189
hcp83,16,heat_raw18,qsf_discrimination,individual,tanh3,projection,0.12827859311417034,0.016760534156963353,0.128396240147593,0.15723921839209792,0.1731466247833449,0.207711940646181,0,729,3189
hcp83,16,heat_raw18,qsf_discrimination,individual,tanh3,residual,0.12587232586395963,0.01615909429901843,0.12603322393517444,0.1544762409094234,0.1733882977272856,0.2849298992287485,0,729,3189
hcp83,16,heat_raw18,heat_discrimination,individual,tanh3,bounded_residual,0.12742126863206465,0.016575834339724704,0.12746142961508666,0.15801655138239823,0.17718413673184935,0.2133135318919017,0,729,3189
hcp83,16,heat_raw18,heat_discrimination,individual,tanh3,ordinary,0.12962429276753631,0.01714749413978505,0.12966382827570205,0.16102826995711741,0.18110436657615875,0.2069095924491192,0,729,3189
hcp83,16,heat_raw18,heat_discrimination,individual,tanh3,projection,0.12962620302887057,0.017144267890406642,0.12967106732500647,0.16100742119707162,0.17998291597176236,0.2069095924491192,0,729,3189
hcp83,16,heat_raw18,heat_discrimination,individual,tanh3,residual,0.12742927080377367,0.016578877603130288,0.12746691746379402,0.15801655138239823,0.17718413673184935,0.2133135318919017,0,729,3189
hcp83,16,heat_raw18,spatial,individual,tanh3,bounded_residual,0.1270149367037473,0.01640856579557142,0.1271750484448728,0.15475726949489318,0.16804425081052757,0.2098186942657187,0,729,3189
hcp83,16,heat_raw18,spatial,individual,tanh3,ordinary,0.13030919580656242,0.017289196675818828,0.13043240593545677,0.16086862032302757,0.177091772398745,0.2546409132150907,0,729,3189
hcp83,16,heat_raw18,spatial,individual,tanh3,projection,0.12975843960882852,0.017118922996037133,0.12990202489094688,0.15899546945994114,0.17166260686234538,0.211379882361005,0,729,3189
hcp83,16,heat_raw18,spatial,individual,tanh3,residual,0.12740351004150804,0.016529858541694458,0.1275590441639356,0.15634027798070357,0.172176798477646,0.24979584439322,0,729,3189
hcp83,16,heat_norm18,random,individual,tanh3,bounded_residual,0.1374211855587716,0.01939565626287651,0.1375176901968092,0.17546967679913916,0.1926986082912967,0.254365496269596,0,729,3189
hcp83,16,heat_norm18,random,individual,tanh3,ordinary,0.140021472512562,0.020175331379248887,0.14010895479747637,0.17932181059534633,0.1985716714035094,0.3336176919152867,0,729,3189
hcp83,16,heat_norm18,random,individual,tanh3,projection,0.13920644438886953,0.019903124769213985,0.13928544949293975,0.17761893202355444,0.19493882882416858,0.2659826502677137,0,729,3189
hcp83,16,heat_norm18,random,individual,tanh3,residual,0.13808132490938504,0.01961428328057456,0.13819023934963698,0.17610256154759132,0.19362027629130577,0.323916692144419,0,729,3189
hcp83,16,heat_norm18,graph_coverage,individual,tanh3,bounded_residual,0.15719941877392618,0.025040915548442604,0.15747529450428358,0.18918674051249054,0.2113911132361486,0.3067979270498338,0,729,3189
hcp83,16,heat_norm18,graph_coverage,individual,tanh3,ordinary,0.16096148774560315,0.026304353978054824,0.16120595481620084,0.19548261594071312,0.22176989925321516,0.4226801470260886,0,729,3189
hcp83,16,heat_norm18,graph_coverage,individual,tanh3,projection,0.1598830378973777,0.025911542352751428,0.16012476810252613,0.19427748469122616,0.21724372918452095,0.2869374159520957,0,729,3189
