cohort,source_count,encoder,policy,graph,scaling,family,equal_participant_nrmse,equal_participant_nmse,row_mean_nrmse,p95,p99,maximum,rows_above_one,participants,records
hcp83,16,heat_norm18,graph_coverage,individual,tanh3,residual,0.15807973719483204,0.025354482903137847,0.158348442251658,0.19066192585571082,0.21447136777017484,0.3877248053645832,0,729,3189
hcp83,16,heat_norm18,sfh_fixed,individual,tanh3,bounded_residual,0.15460687478954052,0.024246796650605095,0.15487325608899763,0.18694862486881614,0.20772709550774743,0.3413569958375096,0,729,3189
hcp83,16,heat_norm18,sfh_fixed,individual,tanh3,ordinary,0.15744236921520144,0.02514764243685976,0.15766310128858013,0.1906183156066276,0.21506595197905864,0.3031362502590631,0,729,3189
hcp83,16,heat_norm18,sfh_fixed,individual,tanh3,projection,0.1567467235305122,0.02492626405850944,0.1569636499804434,0.19053279183780308,0.21138827592406675,0.299806103523144,0,729,3189
hcp83,16,heat_norm18,sfh_fixed,individual,tanh3,residual,0.1551641900588135,0.024420439809846973,0.155422238112286,0.18713450823629194,0.21065381834245728,0.3459745251202183,0,729,3189
hcp83,16,heat_norm18,spectral,individual,tanh3,bounded_residual,0.12477243039396138,0.016007612332296306,0.12491611961255593,0.15937509615103762,0.171232026733428,0.1935856182521785,0,729,3189
hcp83,16,heat_norm18,spectral,individual,tanh3,ordinary,0.1273453947192712,0.01668304777029607,0.1275071412968773,0.1632470015335559,0.17835649425359135,0.1967514999194503,0,729,3189
hcp83,16,heat_norm18,spectral,individual,tanh3,projection,0.12661418541935238,0.016482381762146774,0.1267626351868689,0.16211254279092674,0.17552996583295333,0.1904420368287878,0,729,3189
hcp83,16,heat_norm18,spectral,individual,tanh3,residual,0.12511192058754605,0.016108902387323366,0.12528723216884113,0.16045045770658864,0.17390584775473558,0.193608602699999,0,729,3189
hcp83,16,heat_norm18,qsf_discrimination,individual,tanh3,bounded_residual,0.1282394957835745,0.016749005671320354,0.1283267956689678,0.15689003629211445,0.17124027672451558,0.2052001732195518,0,729,3189
hcp83,16,heat_norm18,qsf_discrimination,individual,tanh3,ordinary,0.1311671526835113,0.017537512004580567,0.1312308791998488,0.1617264102299786,0.17635615173219077,0.23730438651856,0,729,3189
hcp83,16,heat_norm18,qsf_discrimination,individual,tanh3,projection,0.12999560217325593,0.017217429674976553,0.13006718964693353,0.1598774536201109,0.17395926865534772,0.2065941908244723,0,729,3189
hcp83,16,heat_norm18,qsf_discrimination,individual,tanh3,residual,0.12914473903184734,0.017000472595267414,0.12923300134440419,0.15800909251185938,0.17353016792049403,0.243460219718413,0,729,3189
hcp83,16,heat_norm18,heat_discrimination,individual,tanh3,bounded_residual,0.12723812258607656,0.016531920261504136,0.12733038342525466,0.1581814869702012,0.17290857218727002,0.208435040715393,0,729,3189
hcp83,16,heat_norm18,heat_discrimination,individual,tanh3,ordinary,0.1286462015602096,0.016900246428576286,0.12872430843371355,0.16075936317622885,0.17729742936964477,0.2085876939071088,0,729,3189
hcp83,16,heat_norm18,heat_discrimination,individual,tanh3,projection,0.12865657766498637,0.016899734231252742,0.12873797318813196,0.16056182949338205,0.17729446334689675,0.2085876939071088,0,729,3189
hcp83,16,heat_norm18,heat_discrimination,individual,tanh3,residual,0.12726149589204333,0.016539489595320582,0.1273527840564946,0.15825472099420906,0.1736906868108698,0.208435040715393,0,729,3189
hcp83,16,heat_norm18,spatial,individual,tanh3,bounded_residual,0.12714624994615853,0.016475673836786345,0.12736197564105778,0.15672902680201312,0.16735449312491285,0.2330912271251322,0,729,3189
hcp83,16,heat_norm18,spatial,individual,tanh3,ordinary,0.13006488649193812,0.017275228943467207,0.13026265488428598,0.16148285412390298,0.17906175036949576,0.3361485258814104,0,729,3189
hcp83,16,heat_norm18,spatial,individual,tanh3,projection,0.12898923815330132,0.01695707844913553,0.12919568901879303,0.15925037300587683,0.17328588642013776,0.2142109985033672,0,729,3189
hcp83,16,heat_norm18,spatial,individual,tanh3,residual,0.1280708336981776,0.016749167999294087,0.12828234115851325,0.15797404341401833,0.17350709402808112,0.3590598249433986,0,729,3189
hcp83,32,qsf,random,individual,tanh3,bounded_residual,0.10455338090039518,0.01143630196289357,0.10462907445874446,0.13941074604640838,0.1507286645604736,0.1864887172526512,0,729,3189
hcp83,32,qsf,random,individual,tanh3,ordinary,0.10784634735469116,0.012165154744331092,0.10794484988533157,0.14479801656448024,0.15886179956283353,0.3075259769503191,0,729,3189
hcp83,32,qsf,random,individual,tanh3,projection,0.10770552060445572,0.012123004379147304,0.10778796489614127,0.1445789273742102,0.1582440268789409,0.1909764590958715,0,729,3189
hcp83,32,qsf,random,individual,tanh3,residual,0.10471351582536602,0.011479909387107606,0.10480503122954242,0.1394930634467925,0.1507286645604736,0.3204024006296068,0,729,3189
hcp83,32,qsf,graph_coverage,individual,tanh3,bounded_residual,0.10758566045981566,0.012054245435247964,0.1076443171510535,0.14180330389191748,0.15292127097637884,0.1902455795333144,0,729,3189
hcp83,32,qsf,graph_coverage,individual,tanh3,ordinary,0.11108419075972764,0.01284256635785245,0.11113729204117272,0.14727510277317327,0.1598184724579936,0.1916190865247075,0,729,3189
hcp83,32,qsf,graph_coverage,individual,tanh3,projection,0.1105348968246213,0.012723187671360162,0.11059539814994876,0.14703474886754325,0.1597805086837653,0.1873552734687923,0,729,3189
hcp83,32,qsf,graph_coverage,individual,tanh3,residual,0.10795625610755365,0.012126679317683617,0.10800927016304775,0.14174198297259905,0.153373912618588,0.1915170451505572,0,729,3189
hcp83,32,qsf,sfh_fixed,individual,tanh3,bounded_residual,0.10733224399507353,0.012016902405636003,0.1074351859232243,0.1414046724108272,0.15200899809882873,0.1936075607594336,0,729,3189
hcp83,32,qsf,sfh_fixed,individual,tanh3,ordinary,0.11066952029458958,0.012770670123736354,0.11076228353536272,0.14676043657890936,0.15976789671678152,0.1951312196969711,0,729,3189
hcp83,32,qsf,sfh_fixed,individual,tanh3,projection,0.11009023092281137,0.012646947407694505,0.11018514587363547,0.146930089985236,0.1604562163111591,0.1914777326406338,0,729,3189
hcp83,32,qsf,sfh_fixed,individual,tanh3,residual,0.10759466950965965,0.012070108841750667,0.10769320529192937,0.14125344868188786,0.15243546217901446,0.197041654252815,0,729,3189
hcp83,32,qsf,spectral,individual,tanh3,bounded_residual,0.10248980484132847,0.011025596926477695,0.10254300403957495,0.13663024240403246,0.14847795795895324,0.1831863308377206,0,729,3189
hcp83,32,qsf,spectral,individual,tanh3,ordinary,0.10575207998363251,0.011722867166559531,0.10582416609156292,0.14197120858360282,0.15582475514566274,0.1805248641851236,0,729,3189
hcp83,32,qsf,spectral,individual,tanh3,projection,0.10566582502366166,0.01170478875796985,0.10574033784390692,0.14205938397373996,0.15633124039305285,0.1803573993654612,0,729,3189
hcp83,32,qsf,spectral,individual,tanh3,residual,0.1025816166898809,0.0110437614844637,0.10263454007618564,0.13679383229900247,0.14848682476422914,0.18328306859443,0,729,3189
hcp83,32,qsf,qsf_discrimination,individual,tanh3,bounded_residual,0.10039324481854407,0.010615610086286207,0.10042891055125061,0.1348237564946324,0.1471858068202135,0.18381758119251,0,729,3189
hcp83,32,qsf,qsf_discrimination,individual,tanh3,ordinary,0.1034753624642585,0.011258276995709722,0.10352600045377208,0.1398780683496026,0.15352864828309562,0.1811341206455645,0,729,3189
hcp83,32,qsf,qsf_discrimination,individual,tanh3,projection,0.10327887100777272,0.011212504068969006,0.1033368648497807,0.1396030342443013,0.1527028060602999,0.1811341206455645,0,729,3189
hcp83,32,qsf,qsf_discrimination,individual,tanh3,residual,0.1004971813253614,0.010637770771338493,0.100529480099023,0.134989839295562,0.14714037047578504,0.18381758119251,0,729,3189
hcp83,32,qsf,heat_discrimination,individual,tanh3,bounded_residual,0.09991422924660116,0.010534642900902612,0.0999429190680777,0.13561506719826594,0.14741208246580653,0.1773805765059448,0,729,3189
hcp83,32,qsf,heat_discrimination,individual,tanh3,ordinary,0.10278828957337163,0.011128693218205142,0.10284823644477777,0.13961497554089025,0.1520757205499062,0.1813306077337347,0,729,3189
hcp83,32,qsf,heat_discrimination,individual,tanh3,projection,0.10278828957337163,0.011128693218205142,0.10284823644477777,0.13961497554089025,0.1520757205499062,0.1813306077337347,0,729,3189
hcp83,32,qsf,heat_discrimination,individual,tanh3,residual,0.09991422924660116,0.010534642900902612,0.0999429190680777,0.13561506719826594,0.14741208246580653,0.1773805765059448,0,729,3189
hcp83,32,qsf,spatial,individual,tanh3,bounded_residual,0.10251370262043627,0.011001721338019743,0.1025495321059291,0.13617878244830842,0.14883131286011503,0.1797956415092712,0,729,3189
hcp83,32,qsf,spatial,individual,tanh3,ordinary,0.10559813903524681,0.011664852808404864,0.10564797771933897,0.14096868995413048,0.15444183781274815,0.2252686523963067,0,729,3189
hcp83,32,qsf,spatial,individual,tanh3,projection,0.10547903447247298,0.011630752233748159,0.10552723348064534,0.1406738574880564,0.1546528262603475,0.1777850120377892,0,729,3189
hcp83,32,qsf,spatial,individual,tanh3,residual,0.10255105644671672,0.011015011273600559,0.1025954009437314,0.13617878244830842,0.14891340011838988,0.254458449882776,0,729,3189
hcp83,32,heat_raw18,random,individual,tanh3,bounded_residual,0.11905816636142957,0.014553218964742676,0.11920931377863402,0.1508218961441564,0.16459863810919156,0.2396666576664621,0,729,3189
hcp83,32,heat_raw18,random,individual,tanh3,ordinary,0.12239325843096165,0.01539324455479832,0.12253413867228209,0.15626072567244903,0.17194957041114853,0.2835030378878906,0,729,3189
hcp83,32,heat_raw18,random,individual,tanh3,projection,0.12184000329179724,0.0152344710238367,0.12197806385668375,0.15475134100253943,0.1700327596719139,0.2041955822175441,0,729,3189
hcp83,32,heat_raw18,random,individual,tanh3,residual,0.11939710609832582,0.014645948876894016,0.11955305451499325,0.15186544951296554,0.16704552736844944,0.278041914707624,0,729,3189
hcp83,32,heat_raw18,graph_coverage,individual,tanh3,bounded_residual,0.11978847831553781,0.014709876820568154,0.11988062949160808,0.1504973439070301,0.16249805781885682,0.2032469340269275,0,729,3189
hcp83,32,heat_raw18,graph_coverage,individual,tanh3,ordinary,0.12374137996018827,0.015692950178195206,0.12382784263703776,0.15643481174055715,0.16979687235619845,0.1978968005762641,0,729,3189
hcp83,32,heat_raw18,graph_coverage,individual,tanh3,projection,0.12293779767565971,0.01549138668101322,0.12302714483838158,0.1557709198653392,0.1676616801832227,0.1978968005762641,0,729,3189
hcp83,32,heat_raw18,graph_coverage,individual,tanh3,residual,0.12027362834885354,0.014828312819481167,0.12035645312362463,0.15136758783852655,0.16288051566531775,0.2044531439499168,0,729,3189
hcp83,32,heat_raw18,sfh_fixed,individual,tanh3,bounded_residual,0.12016670629360836,0.014792855541399707,0.12028258312789795,0.150729845717604,0.1627907901194137,0.2013141038942124,0,729,3189
hcp83,32,heat_raw18,sfh_fixed,individual,tanh3,ordinary,0.12366765276738335,0.015672124552012577,0.12378998223646966,0.15608232548722334,0.16874378465968168,0.1950641001674495,0,729,3189
hcp83,32,heat_raw18,sfh_fixed,individual,tanh3,projection,0.12309082137087755,0.015525518265683892,0.12321343830124495,0.15508402771998578,0.1677461759411894,0.1948600616084486,0,729,3189
hcp83,32,heat_raw18,sfh_fixed,individual,tanh3,residual,0.12055594169258056,0.014890966982591814,0.12067571746694544,0.1511984523383177,0.16330647731811698,0.2023239356113294,0,729,3189
hcp83,32,heat_raw18,spectral,individual,tanh3,bounded_residual,0.1160498134328006,0.013846727852107193,0.11621846736251963,0.14747262350700624,0.1625449269887305,0.1960495490942633,0,729,3189
hcp83,32,heat_raw18,spectral,individual,tanh3,ordinary,0.11927261045621274,0.014631515179150083,0.1194007378694426,0.15179285364533898,0.16828739491911124,0.2132274979226415,0,729,3189
hcp83,32,heat_raw18,spectral,individual,tanh3,projection,0.11881780223282562,0.014507557572328167,0.1189793857216318,0.15096091863869593,0.1661235597814193,0.20075708260148,0,729,3189
hcp83,32,heat_raw18,spectral,individual,tanh3,residual,0.11623877189287614,0.01390213312946648,0.11639112992913384,0.1478188386523624,0.16310744708297495,0.2162629092860377,0,729,3189
hcp83,32,heat_raw18,qsf_discrimination,individual,tanh3,bounded_residual,0.11435985715731123,0.013470274212801026,0.114472233319287,0.14594765498918255,0.15945379397717918,0.1941625370497375,0,729,3189
hcp83,32,heat_raw18,qsf_discrimination,individual,tanh3,ordinary,0.11729234059142392,0.014167972226079455,0.11737743797768958,0.14995710273271962,0.16481743214253566,0.2066649563604416,0,729,3189
hcp83,32,heat_raw18,qsf_discrimination,individual,tanh3,projection,0.11700980172990977,0.014088231340942302,0.11709803746380024,0.14901745195000243,0.16334306149781352,0.1972380479573884,0,729,3189
hcp83,32,heat_raw18,qsf_discrimination,individual,tanh3,residual,0.11452408725296012,0.013515466798610223,0.11463946899308451,0.14608855549735286,0.16070967440433398,0.2050546846605024,0,729,3189
hcp83,32,heat_raw18,heat_discrimination,individual,tanh3,bounded_residual,0.11556673890842409,0.01378847862379107,0.11561522343297162,0.14927826804986497,0.16539124448237277,0.2229524118960389,0,729,3189
hcp83,32,heat_raw18,heat_discrimination,individual,tanh3,ordinary,0.11794714776849435,0.01435164761701028,0.11798820867835985,0.1517909991362632,0.16928619506782772,0.2264617907459582,0,729,3189
hcp83,32,heat_raw18,heat_discrimination,individual,tanh3,projection,0.11791169225980477,0.014331486561465472,0.11796149700480432,0.15110635273070372,0.16704296694634801,0.2158987114798029,0,729,3189
hcp83,32,heat_raw18,heat_discrimination,individual,tanh3,residual,0.1155680445277584,0.013788854683102874,0.11561611882007859,0.14927826804986497,0.16539124448237277,0.2229524118960389,0,729,3189
hcp83,32,heat_raw18,spatial,individual,tanh3,bounded_residual,0.1178925491338137,0.014225426785571512,0.11803476137360831,0.14761552605336747,0.16217237699700474,0.2168558319685352,0,729,3189
hcp83,32,heat_raw18,spatial,individual,tanh3,ordinary,0.12081356739013328,0.014940637970548997,0.12093099175666876,0.15151044868802585,0.16905321482953217,0.2231337841133984,0,729,3189
hcp83,32,heat_raw18,spatial,individual,tanh3,projection,0.12060017857619182,0.014876326539087555,0.1207288544023817,0.15094329025012063,0.16594260912069939,0.2231337841133984,0,729,3189
hcp83,32,heat_raw18,spatial,individual,tanh3,residual,0.11794664924098262,0.01424481956481191,0.11809074559162529,0.14821907014942212,0.16324076287007708,0.2168558319685352,0,729,3189
hcp83,32,heat_norm18,random,individual,tanh3,bounded_residual,0.12021560112769984,0.014873363589212625,0.12033330533874799,0.15414577808377222,0.16804809426450948,0.2322578525245181,0,729,3189
hcp83,32,heat_norm18,random,individual,tanh3,ordinary,0.12250336945088351,0.015474328717347215,0.12260864417756707,0.158257729656099,0.17563689856260553,0.2426224832799116,0,729,3189
hcp83,32,heat_norm18,random,individual,tanh3,projection,0.12206163562333637,0.015336212888083432,0.1221592739700441,0.15680275928082202,0.17146201768548916,0.2176016811823169,0,729,3189
hcp83,32,heat_norm18,random,individual,tanh3,residual,0.12062055851988912,0.01499405161785526,0.12074182621456842,0.15563286752888503,0.1694039838700112,0.2391673485265869,0,729,3189
hcp83,32,heat_norm18,graph_coverage,individual,tanh3,bounded_residual,0.12026847950590441,0.014855027586706197,0.12037649810849564,0.15294655175153907,0.16339116418187438,0.1933296562540845,0,729,3189
hcp83,32,heat_norm18,graph_coverage,individual,tanh3,ordinary,0.1232169028433211,0.015598517005518097,0.12330973141785774,0.1577011986639006,0.17091968675296718,0.1933287661928503,0,729,3189
hcp83,32,heat_norm18,graph_coverage,individual,tanh3,projection,0.1223503186995871,0.015381434144779042,0.12244029804679825,0.1565278521062422,0.16869841937183905,0.1893884336378774,0,729,3189
hcp83,32,heat_norm18,graph_coverage,individual,tanh3,residual,0.12097632738369712,0.01502399843441543,0.12108619109835277,0.15389234984200645,0.16546444836213123,0.1913664071359851,0,729,3189
hcp83,32,heat_norm18,sfh_fixed,individual,tanh3,bounded_residual,0.11971056227065693,0.014745916630556187,0.11986414717317695,0.15276863422310344,0.16386514674022643,0.1967775337038408,0,729,3189
hcp83,32,heat_norm18,sfh_fixed,individual,tanh3,ordinary,0.12244576197667383,0.015438923066447681,0.12259930097624655,0.15756422834283343,0.17091435061430346,0.193341958015027,0,729,3189
hcp83,32,heat_norm18,sfh_fixed,individual,tanh3,projection,0.12169076681502264,0.015247063742697272,0.12182837290961497,0.15658409806408588,0.16804143508687572,0.1923488586795652,0,729,3189
hcp83,32,heat_norm18,sfh_fixed,individual,tanh3,residual,0.12017375738543977,0.014862177236591088,0.12035139518150335,0.15350618005951355,0.16641160504566324,0.1971466350415,0,729,3189
hcp83,32,heat_norm18,spectral,individual,tanh3,bounded_residual,0.11496867616075342,0.013656011157023161,0.11513456682896597,0.1486594379804498,0.1604799826696968,0.1823474033413255,0,729,3189
hcp83,32,heat_norm18,spectral,individual,tanh3,ordinary,0.1171981526001445,0.014211640915834104,0.1173716629380773,0.15289529834458998,0.16648185223374426,0.197150828717445,0,729,3189
hcp83,32,heat_norm18,spectral,individual,tanh3,projection,0.11692039558664193,0.014132848019810244,0.11707831926048452,0.15199776480158914,0.16541624029362648,0.1838147350316717,0,729,3189
hcp83,32,heat_norm18,spectral,individual,tanh3,residual,0.11514656895980732,0.013710669677170405,0.11532278532181062,0.148951507581068,0.16184800906584124,0.1865557404218468,0,729,3189
hcp83,32,heat_norm18,qsf_discrimination,individual,tanh3,bounded_residual,0.1134673817264805,0.013320572112104268,0.11361081325034376,0.1467606908606889,0.15984443697678508,0.1940234227021005,0,729,3189
hcp83,32,heat_norm18,qsf_discrimination,individual,tanh3,ordinary,0.1154851530728591,0.013810556570125112,0.11562932854882955,0.15073865037849837,0.16539517769536924,0.2108453903655192,0,729,3189
hcp83,32,heat_norm18,qsf_discrimination,individual,tanh3,projection,0.11509223871799305,0.013705817292372472,0.11522500822837187,0.14964987438341487,0.1629065538209259,0.1971367127625777,0,729,3189
hcp83,32,heat_norm18,qsf_discrimination,individual,tanh3,residual,0.1136395760201271,0.013368289293026955,0.11379146511511563,0.14712592249960094,0.16011692059366622,0.2070517136785944,0,729,3189
hcp83,32,heat_norm18,heat_discrimination,individual,tanh3,bounded_residual,0.11502674247852945,0.013677919136566965,0.11507772808877222,0.14845496477879064,0.16154515409548342,0.1980091738675723,0,729,3189
hcp83,32,heat_norm18,heat_discrimination,individual,tanh3,ordinary,0.11649760576929122,0.01404100574923937,0.11654127053779563,0.15222684836421208,0.16750496787997593,0.1976417173847785,0,729,3189
hcp83,32,heat_norm18,heat_discrimination,individual,tanh3,projection,0.11628442728527567,0.013973977057298418,0.11632494124256608,0.15047951291886696,0.16499066815547506,0.1976417173847785,0,729,3189
hcp83,32,heat_norm18,heat_discrimination,individual,tanh3,residual,0.11512602058788729,0.013708082628922064,0.11517771894190086,0.1491350454144063,0.16449656251548084,0.1980091738675723,0,729,3189
hcp83,32,heat_norm18,spatial,individual,tanh3,bounded_residual,0.11834822253243077,0.014362122162248747,0.1184517543548521,0.14841911127031976,0.16259159949521138,0.2264534588209552,0,729,3189
hcp83,32,heat_norm18,spatial,individual,tanh3,ordinary,0.12065142169618331,0.014935434616463546,0.1207652287264684,0.15276614139183953,0.16705441753478514,0.2355037358899588,0,729,3189
hcp83,32,heat_norm18,spatial,individual,tanh3,projection,0.12015916013310401,0.014807098973555305,0.12027288778017814,0.1517766960226607,0.16562961781329405,0.2355037358899588,0,729,3189
hcp83,32,heat_norm18,spatial,individual,tanh3,residual,0.11860711281643169,0.014430632789093253,0.11870966186615088,0.1493014936460614,0.16286193600750562,0.2264534588209552,0,729,3189
hcp83,8,qsf,heat_discrimination,template,tanh3,bounded_residual,0.03501760920028536,0.0013848746584481108,0.03491279145284284,0.05855213408324271,0.08027507968822695,0.129626522652922,0,729,3189
hcp83,8,qsf,heat_discrimination,template,tanh3,ordinary,0.03648264462826708,0.001504115507320936,0.036324329333653545,0.060702086460502055,0.08235922081474138,0.1296988240818891,0,729,3189
hcp83,8,qsf,heat_discrimination,template,tanh3,projection,0.0364742362060256,0.0015027709590022611,0.036317074214118034,0.060702086460502055,0.0818036804835231,0.1296988240818891,0,729,3189
hcp83,8,qsf,heat_discrimination,template,tanh3,residual,0.03501760920028536,0.0013848746584481108,0.03491279145284284,0.05855213408324271,0.08027507968822695,0.129626522652922,0,729,3189
hcp83,8,qsf,random,template,tanh3,bounded_residual,0.03707935259192466,0.0015912656263731158,0.03694016850221132,0.0646883246623248,0.09103295173336327,0.1645343028328683,0,729,3189
hcp83,8,qsf,random,template,tanh3,ordinary,0.03893031191151521,0.0017476381544726041,0.03873204100338258,0.06680905812346309,0.09377354502260346,0.1636239083607567,0,729,3189
hcp83,8,qsf,random,template,tanh3,projection,0.03892536440424028,0.0017471656078643111,0.038727038392525594,0.06680905812346309,0.09377354502260346,0.1636239083607567,0,729,3189
hcp83,8,qsf,random,template,tanh3,residual,0.03707935259192466,0.0015912656263731158,0.03694016850221132,0.0646883246623248,0.09103295173336327,0.1645343028328683,0,729,3189
hcp83,8,heat_raw18,qsf_discrimination,template,tanh3,bounded_residual,0.036701328925601996,0.0015011869499423451,0.03607501380797058,0.05744868832336852,0.08055583170437376,0.1294841908863844,0,729,1489
hcp83,8,heat_raw18,qsf_discrimination,template,tanh3,ordinary,0.038217228006598346,0.001644999844712315,0.03756165717573057,0.0614130541207581,0.08833801509470039,0.1376592787054354,0,729,1489
hcp83,8,heat_raw18,qsf_discrimination,template,tanh3,projection,0.03820779638471158,0.001644331528393412,0.037549526562299346,0.0614130541207581,0.08833801509470039,0.1376592787054354,0,729,1489
hcp83,8,heat_raw18,qsf_discrimination,template,tanh3,residual,0.036701328925601996,0.0015011869499423451,0.03607501380797058,0.05744868832336852,0.08055583170437376,0.1294841908863844,0,729,1489
hcp83,8,heat_raw18,random,template,tanh3,bounded_residual,0.037858711976545924,0.001652417742747841,0.03772117075775326,0.06543699045205913,0.09126890328441677,0.1549417870167735,0,729,3189
hcp83,8,heat_raw18,random,template,tanh3,ordinary,0.03964111916720335,0.001808246762075173,0.03944757400872816,0.06827267382948997,0.09428613680073199,0.1539834775069934,0,729,3189
hcp83,8,heat_raw18,random,template,tanh3,projection,0.039633669024682294,0.0018075358676171661,0.03944034829356819,0.06827267382948997,0.09428613680073199,0.1539834775069934,0,729,3189
hcp83,8,heat_raw18,random,template,tanh3,residual,0.0378594756317019,0.0016525125559382072,0.037721908967790915,0.06543699045205913,0.09126890328441677,0.1549417870167735,0,729,3189
hcp83,8,heat_norm18,heat_discrimination,template,tanh3,bounded_residual,0.03572384822972094,0.0014622495162341534,0.03574233628805337,0.06119031304307223,0.08680945224583721,0.1370393121373352,0,729,2552
hcp83,8,heat_norm18,heat_discrimination,template,tanh3,ordinary,0.0372661569487498,0.0015879218220860524,0.037226165171733584,0.0632893252077019,0.09040858843252916,0.1376245532467956,0,729,2552
hcp83,8,heat_norm18,heat_discrimination,template,tanh3,projection,0.037261466628563,0.001587480457744085,0.03722252872852418,0.0632893252077019,0.09040858843252916,0.1376245532467956,0,729,2552
hcp83,8,heat_norm18,heat_discrimination,template,tanh3,residual,0.03572384822972094,0.0014622495162341534,0.03574233628805337,0.06119031304307223,0.08680945224583721,0.1370393121373352,0,729,2552
hcp83,8,heat_norm18,random,template,tanh3,bounded_residual,0.03741915950446762,0.0016297817630628445,0.03726264902349105,0.06586905911578392,0.09248702679007707,0.1557832124043776,0,729,3189
hcp83,8,heat_norm18,random,template,tanh3,ordinary,0.03924272105916294,0.0017863615449221829,0.03902708248240613,0.06832158071023035,0.09556397001431778,0.1545927933155236,0,729,3189
hcp83,8,heat_norm18,random,template,tanh3,projection,0.03923546598912719,0.0017856601956675062,0.03902006021750775,0.06832158071023035,0.09556397001431778,0.1545927933155236,0,729,3189
hcp83,8,heat_norm18,random,template,tanh3,residual,0.03741915950446762,0.0016297817630628445,0.03726264902349105,0.06586905911578392,0.09248702679007707,0.1557832124043776,0,729,3189
hcp83,16,qsf,heat_discrimination,template,tanh3,bounded_residual,0.031002218370746813,0.0010734878194203338,0.031155938283464395,0.05104886522220942,0.06927399117513648,0.1088559978275351,0,729,1489
hcp83,16,qsf,heat_discrimination,template,tanh3,ordinary,0.03252779523006817,0.0011957874790339117,0.032595171346544626,0.053432198095602214,0.07463636016587533,0.1128843352022644,0,729,1489
hcp83,16,qsf,heat_discrimination,template,tanh3,projection,0.03247335389327064,0.0011873589363535634,0.032562406082515066,0.05331710714184828,0.07463636016587533,0.1089750183872018,0,729,1489
hcp83,16,qsf,heat_discrimination,template,tanh3,residual,0.031002218370746813,0.0010734878194203338,0.031155938283464395,0.05104886522220942,0.06927399117513648,0.1088559978275351,0,729,1489
hcp83,16,qsf,random,template,tanh3,bounded_residual,0.03344275186204409,0.0012942948921247962,0.0333056201829288,0.05824991515666416,0.08144091004669575,0.139027933252939,0,729,3189
hcp83,16,qsf,random,template,tanh3,ordinary,0.035135485010249684,0.0014246950378247623,0.034951484569724,0.06128972932348466,0.08699452255791762,0.1327048801591388,0,729,3189
hcp83,16,qsf,random,template,tanh3,projection,0.03513436668474851,0.0014246242597361705,0.03495034496431538,0.06128972932348466,0.08699452255791762,0.1327048801591388,0,729,3189
hcp83,16,qsf,random,template,tanh3,residual,0.03344275186204409,0.0012942948921247962,0.0333056201829288,0.05824991515666416,0.08144091004669575,0.139027933252939,0,729,3189
hcp83,16,heat_raw18,random,template,tanh3,bounded_residual,0.03467262283035047,0.0013951721128513713,0.034535550295956126,0.061952301497101674,0.08537898502889538,0.1393696250714743,0,729,3189
hcp83,16,heat_raw18,random,template,tanh3,ordinary,0.03653519408011198,0.0015458446286761263,0.03634167399018824,0.06447613534391576,0.08933399949025328,0.1408435187356967,0,729,3189
hcp83,16,heat_raw18,random,template,tanh3,projection,0.036533966825478034,0.0015456982199834948,0.036340403836012565,0.06447613534391576,0.08933399949025328,0.1408435187356967,0,729,3189
hcp83,16,heat_raw18,random,template,tanh3,residual,0.03467262283035047,0.0013951721128513713,0.034535550295956126,0.061952301497101674,0.08537898502889538,0.1393696250714743,0,729,3189
hcp83,16,heat_raw18,spectral,template,tanh3,bounded_residual,0.03025408843025667,0.0010229050330940142,0.03036469513565727,0.04981441016437245,0.06749714786843852,0.1050859752046635,0,729,1702
hcp83,16,heat_raw18,spectral,template,tanh3,ordinary,0.03182989343769782,0.0011386654371198757,0.031903760207399406,0.05282311318604276,0.0729456374629096,0.1138885100731994,0,729,1702
hcp83,16,heat_raw18,spectral,template,tanh3,projection,0.03182890448397957,0.0011385947682838508,0.03190273096886313,0.05282311318604276,0.0729456374629096,0.1138885100731994,0,729,1702
hcp83,16,heat_raw18,spectral,template,tanh3,residual,0.03025408843025667,0.0010229050330940142,0.03036469513565727,0.04981441016437245,0.06749714786843852,0.1050859752046635,0,729,1702
hcp83,16,heat_norm18,random,template,tanh3,bounded_residual,0.035269520424993504,0.0014483856725215425,0.035123994040145594,0.06316050639765323,0.0869448523049796,0.141367331365639,0,729,3189
hcp83,16,heat_norm18,random,template,tanh3,ordinary,0.03721004601558998,0.0016065458085488978,0.03700735915994836,0.06581392195652666,0.09010293383937108,0.1430912329878984,0,729,3189
hcp83,16,heat_norm18,random,template,tanh3,projection,0.03720857269163369,0.0016063711049975962,0.037005825813050716,0.06581392195652666,0.09010293383937108,0.1430912329878984,0,729,3189
hcp83,16,heat_norm18,random,template,tanh3,residual,0.035269520424993504,0.0014483856725215425,0.035123994040145594,0.06316050639765323,0.0869448523049796,0.141367331365639,0,729,3189
hcp83,16,heat_norm18,spectral,template,tanh3,bounded_residual,0.030297809520069396,0.0010158884756363104,0.03021367028175023,0.04800248127741531,0.06688977079296236,0.10633393387287,0,729,1700
hcp83,16,heat_norm18,spectral,template,tanh3,ordinary,0.03183812370892952,0.0011306396042244228,0.03175013835161805,0.05090247448637894,0.07410510168260558,0.1168774099937388,0,729,1700
