cohort,split_id,mask_id,source_count,encoder,family,alpha,radius,validation_nrmse,validation_nmse,validation_se,alpha_over_inner_N,policy
oasis,1,3,8,heat_raw18,projection,0.001,1.0,0.09885469557304491,0.010009889284481642,0.0014698127513464096,8.048937540244688e-08,heat_discrimination
oasis,1,3,8,heat_norm18,bounded_residual,0.001,1.0,0.10091268650185238,0.010457469126915435,0.0015785460222919054,8.048937540244688e-08,heat_discrimination
oasis,1,3,16,qsf,bounded_residual,0.01,1.0,0.06609272173666558,0.004596152102183044,0.0014393945558739008,8.048937540244688e-07,heat_discrimination
oasis,1,3,16,heat_raw18,bounded_residual,0.01,1.0,0.08378704091808867,0.007229486636872371,0.0013791249236807105,8.048937540244688e-07,heat_discrimination
oasis,1,3,16,heat_norm18,bounded_residual,0.01,1.0,0.08990742809107924,0.008333539853320054,0.0015081422267372207,8.048937540244688e-07,random
oasis,1,3,32,qsf,bounded_residual,0.01,1.0,0.048716441020032086,0.0025621115842026456,0.0013101698659625028,8.048937540244688e-07,qsf_discrimination
oasis,1,3,32,heat_raw18,bounded_residual,0.001,1.0,0.07088754968986823,0.005216012655431122,0.0013176009686947379,8.048937540244688e-08,qsf_discrimination
oasis,1,3,32,heat_norm18,bounded_residual,0.01,1.0,0.06926707026094361,0.005131437603061456,0.001741239319687816,8.048937540244688e-07,heat_discrimination
oasis,2,1,8,qsf,bounded_residual,0.01,4.0,0.08109555058316835,0.0067825465006721855,0.0013686694809358399,7.609191903819814e-07,sfh_fixed
oasis,2,1,8,heat_raw18,bounded_residual,0.001,4.0,0.09348825420235111,0.008944717818585912,0.0013640319403834626,7.609191903819814e-08,sfh_fixed
oasis,2,1,8,heat_norm18,projection,0.01,1.0,0.10184904682421066,0.010543540146786741,0.001244302680900156,7.609191903819814e-07,sfh_fixed
oasis,2,1,16,qsf,bounded_residual,0.1,4.0,0.05902213006042433,0.003601081980338892,0.0010333975010493213,7.609191903819815e-06,heat_discrimination
oasis,2,1,16,heat_raw18,bounded_residual,0.01,1.0,0.07891176265998945,0.006371207712535209,0.0011447168225798454,7.609191903819814e-07,qsf_discrimination
oasis,2,1,16,heat_norm18,bounded_residual,0.001,1.0,0.0825251975114051,0.006944438531926016,0.0011038375523994518,7.609191903819814e-08,qsf_discrimination
oasis,2,1,32,qsf,bounded_residual,1.0,1.0,0.046465072583552626,0.002240294655399212,0.0008596600025824045,7.609191903819814e-05,qsf_discrimination
oasis,2,1,32,heat_raw18,bounded_residual,0.01,1.0,0.06645257448741951,0.004541133722459186,0.0010668094592294023,7.609191903819814e-07,qsf_discrimination
oasis,2,1,32,heat_norm18,bounded_residual,0.01,1.0,0.06808419687457945,0.004740309080726226,0.000976315972836535,7.609191903819814e-07,qsf_discrimination
oasis,2,2,8,qsf,bounded_residual,0.01,4.0,0.0809159804354974,0.00677139321760463,0.0014270036241491647,7.410151908114116e-07,qsf_discrimination
oasis,2,2,8,heat_raw18,bounded_residual,0.01,1.0,0.09758489888319646,0.009631481669059116,0.000993932405857182,7.410151908114116e-07,qsf_discrimination
oasis,2,2,8,heat_norm18,projection,0.001,1.0,0.09839699859595688,0.00986977642993912,0.0013066511576141256,7.410151908114116e-08,sfh_fixed
