cohort,split_id,mask_id,source_count,encoder,family,alpha,radius,validation_nrmse,validation_nmse,validation_se,alpha_over_inner_N,policy
oasis,2,2,16,qsf,bounded_residual,0.01,1.0,0.053623716193683085,0.0029589980782671363,0.0008712328769490841,7.410151908114116e-07,qsf_discrimination
oasis,2,2,16,heat_raw18,bounded_residual,0.01,1.0,0.07053771058222377,0.005092358587891744,0.0010304013944715338,7.410151908114116e-07,qsf_discrimination
oasis,2,2,16,heat_norm18,bounded_residual,0.001,1.0,0.06973047438929825,0.004971974743883379,0.000998342650809559,7.410151908114116e-08,qsf_discrimination
oasis,2,2,32,qsf,bounded_residual,0.01,4.0,0.04175745865171504,0.0018057102118614555,0.0007509076859602845,7.410151908114116e-07,qsf_discrimination
oasis,2,2,32,heat_raw18,bounded_residual,0.001,1.0,0.060879417263274296,0.0038119687938957623,0.000980099009747593,7.410151908114116e-08,qsf_discrimination
oasis,2,2,32,heat_norm18,bounded_residual,0.001,1.0,0.06205280299751533,0.003956167238256878,0.0009798741960459186,7.410151908114116e-08,qsf_discrimination
oasis,2,3,8,qsf,bounded_residual,0.01,4.0,0.08433054587619444,0.007238569747428702,0.0010741964423857376,8.052826542116283e-07,heat_discrimination
oasis,2,3,8,heat_raw18,bounded_residual,0.001,1.0,0.09801563425612682,0.00972733195399759,0.001045628977161447,8.052826542116283e-08,heat_discrimination
oasis,2,3,8,heat_norm18,bounded_residual,0.001,1.0,0.1007412611495797,0.010239331355935662,0.0009071917604636595,8.052826542116283e-08,heat_discrimination
oasis,2,3,16,qsf,bounded_residual,0.01,4.0,0.06603253205822014,0.0044924626272472845,0.001096139246410761,8.052826542116283e-07,random
oasis,2,3,16,heat_raw18,bounded_residual,0.001,1.0,0.08455852209113503,0.007273158932722552,0.0010575068213215745,8.052826542116283e-08,heat_discrimination
oasis,2,3,16,heat_norm18,projection,0.001,1.0,0.08564072448794487,0.007450471377975419,0.0010275199053827004,8.052826542116283e-08,heat_discrimination
oasis,2,3,32,qsf,bounded_residual,0.01,4.0,0.04707850161507132,0.0023056352450374234,0.0009007569075613918,8.052826542116283e-07,random
oasis,2,3,32,heat_raw18,bounded_residual,0.01,1.0,0.07171732243808863,0.005271009959946292,0.0010771832892803135,8.052826542116283e-07,random
oasis,2,3,32,heat_norm18,bounded_residual,0.001,4.0,0.06745156869461937,0.004673542840078494,0.0010609974754212808,8.052826542116283e-08,random
oasis,3,1,8,qsf,bounded_residual,0.01,1.0,0.0809647762202044,0.006813516306067859,0.0015321444202046944,7.59762953958365e-07,heat_discrimination
oasis,3,1,8,heat_raw18,bounded_residual,0.001,4.0,0.09561902761722312,0.0096079645891054,0.0020559584065524875,7.59762953958365e-08,sfh_fixed
oasis,3,1,8,heat_norm18,projection,0.01,1.0,0.10521322491089417,0.011697167155741107,0.0023881229974238327,7.59762953958365e-07,sfh_fixed
oasis,3,1,16,qsf,bounded_residual,0.1,1.0,0.06112967148818325,0.003921121052718825,0.0012943384286458039,7.59762953958365e-06,random
oasis,3,1,16,heat_raw18,bounded_residual,0.01,1.0,0.07986812820774244,0.006698141675279501,0.0017035358199161618,7.59762953958365e-07,qsf_discrimination
oasis,3,1,16,heat_norm18,projection,0.01,1.0,0.08532767770348065,0.007906737675747991,0.002385419904867005,7.59762953958365e-07,qsf_discrimination
oasis,3,1,32,qsf,bounded_residual,10.0,1.0,0.04706054641128012,0.002299781100992768,0.0008794940304956234,0.000759762953958365,qsf_discrimination
oasis,3,1,32,heat_raw18,bounded_residual,0.01,1.0,0.06730300625590682,0.004770186159646107,0.0014786096312029483,7.59762953958365e-07,qsf_discrimination
oasis,3,1,32,heat_norm18,bounded_residual,0.1,1.0,0.06995025533772616,0.005087799223129939,0.0013306218686861885,7.59762953958365e-06,qsf_discrimination
oasis,3,2,8,qsf,bounded_residual,0.01,1.0,0.07916405721882641,0.006665139058477032,0.0019026085039693425,7.400828892835998e-07,heat_discrimination
oasis,3,2,8,heat_raw18,bounded_residual,0.01,1.0,0.09278660607625068,0.00891938345823828,0.0016788231567731592,7.400828892835998e-07,heat_discrimination
oasis,3,2,8,heat_norm18,bounded_residual,0.01,1.0,0.09254547716678033,0.008827480487638753,0.0015457129676263036,7.400828892835998e-07,heat_discrimination
oasis,3,2,16,qsf,bounded_residual,0.01,1.0,0.05369728892341672,0.0031052101271251886,0.0014200233333559742,7.400828892835998e-07,qsf_discrimination
oasis,3,2,16,heat_raw18,bounded_residual,0.01,1.0,0.07067637284471882,0.005238051354003059,0.0014860003533504777,7.400828892835998e-07,qsf_discrimination
oasis,3,2,16,heat_norm18,bounded_residual,0.01,1.0,0.07195085383157737,0.005429433449691305,0.0015151000044950293,7.400828892835998e-07,qsf_discrimination
oasis,3,2,32,qsf,bounded_residual,0.1,4.0,0.042161271123780895,0.0019542464237220546,0.001267329479112724,7.400828892835998e-06,qsf_discrimination
oasis,3,2,32,heat_raw18,bounded_residual,0.01,1.0,0.06167793757215637,0.004040125358283748,0.0014646047407497484,7.400828892835998e-07,qsf_discrimination
oasis,3,2,32,heat_norm18,bounded_residual,0.01,1.0,0.06272953001923047,0.004368719037497899,0.001985687655252322,7.400828892835998e-07,qsf_discrimination
oasis,3,3,8,qsf,bounded_residual,0.01,4.0,0.08390789409029129,0.007466562492608391,0.001967988825589253,8.034064433196754e-07,heat_discrimination
oasis,3,3,8,heat_raw18,bounded_residual,0.001,1.0,0.10197494062910917,0.010773357755442855,0.0018450652590885732,8.034064433196755e-08,heat_discrimination
oasis,3,3,8,heat_norm18,projection,0.01,1.0,0.11104179685868507,0.012833279864102553,0.0021383919499922267,8.034064433196754e-07,heat_discrimination
oasis,3,3,16,qsf,bounded_residual,1.0,4.0,0.06923500315346805,0.004972801606813448,0.0012767713013432747,8.034064433196755e-05,random
oasis,3,3,16,heat_raw18,bounded_residual,0.001,1.0,0.08966724073965125,0.008341814823634813,0.00165584573768826,8.034064433196755e-08,random
oasis,3,3,16,heat_norm18,bounded_residual,0.01,1.0,0.08863315314024597,0.008207449329608383,0.0017878720058572537,8.034064433196754e-07,random
oasis,3,3,32,qsf,bounded_residual,0.1,1.0,0.0489987680784769,0.002505067259415644,0.0009732232585461856,8.034064433196756e-06,qsf_discrimination
oasis,3,3,32,heat_raw18,bounded_residual,0.01,4.0,0.07264743325203292,0.005654335445880341,0.0018505180792311939,8.034064433196754e-07,graph_coverage
oasis,3,3,32,heat_norm18,projection,0.01,1.0,0.07135177595251621,0.005532165967820859,0.002002475822672777,8.034064433196754e-07,heat_discrimination
oasis,4,1,8,qsf,bounded_residual,0.01,1.0,0.08160411805595295,0.006940278441650501,0.0015984263794591497,7.602250266078759e-07,heat_discrimination
oasis,4,1,8,heat_raw18,bounded_residual,0.01,2.0,0.09971873489972048,0.010282561458930936,0.0017548254741768634,7.602250266078759e-07,random
oasis,4,1,8,heat_norm18,bounded_residual,0.001,4.0,0.10287517065542304,0.010846569864814117,0.0015470474148921779,7.602250266078759e-08,sfh_fixed
oasis,4,1,16,qsf,bounded_residual,0.1,1.0,0.06158729335936237,0.00397555064648572,0.0012882544326390656,7.6022502660787595e-06,heat_discrimination
oasis,4,1,16,heat_raw18,bounded_residual,0.1,1.0,0.08352939119935368,0.007355119919254748,0.0018536468358348968,7.6022502660787595e-06,qsf_discrimination
oasis,4,1,16,heat_norm18,bounded_residual,0.01,1.0,0.08591787997342896,0.007788563917512637,0.0019227863739519685,7.602250266078759e-07,qsf_discrimination
oasis,4,1,32,qsf,bounded_residual,1.0,1.0,0.047009398024181005,0.0023077876588096335,0.0009434181383466511,7.60225026607876e-05,qsf_discrimination
oasis,4,1,32,heat_raw18,bounded_residual,0.01,1.0,0.06849377029991112,0.004894226077815748,0.0013579044949639419,7.602250266078759e-07,qsf_discrimination
oasis,4,1,32,heat_norm18,bounded_residual,0.1,1.0,0.07098159713954298,0.005188317096671788,0.001167475770398415,7.6022502660787595e-06,qsf_discrimination
oasis,4,2,8,qsf,bounded_residual,0.01,4.0,0.07941056816395364,0.006581165825954767,0.001581505295116133,7.402472425790214e-07,sfh_fixed
oasis,4,2,8,heat_raw18,bounded_residual,0.01,1.0,0.09447547580864232,0.00926419092323395,0.0017544110484577938,7.402472425790214e-07,heat_discrimination
oasis,4,2,8,heat_norm18,bounded_residual,0.01,1.0,0.09456496871807736,0.009193929121748563,0.0015117593997410975,7.402472425790214e-07,heat_discrimination
oasis,4,2,16,qsf,bounded_residual,0.01,1.0,0.05493407905302196,0.0031592713369948356,0.0011342530405159688,7.402472425790214e-07,qsf_discrimination
oasis,4,2,16,heat_raw18,bounded_residual,0.01,1.0,0.07203813985343652,0.005395732416871265,0.0013692692919549422,7.402472425790214e-07,qsf_discrimination
oasis,4,2,16,heat_norm18,bounded_residual,0.01,1.0,0.07462131044207956,0.005807158904233319,0.0014734589241895018,7.402472425790214e-07,qsf_discrimination
oasis,4,2,32,qsf,bounded_residual,0.1,1.0,0.04372633521882613,0.0020100823283691473,0.0009443128174882855,7.402472425790214e-06,qsf_discrimination
oasis,4,2,32,heat_raw18,bounded_residual,0.001,1.0,0.06231104760375723,0.00405716586703995,0.001259506445767366,7.402472425790214e-08,qsf_discrimination
oasis,4,2,32,heat_norm18,bounded_residual,0.001,1.0,0.06382238447252576,0.00427184619789149,0.0013435009832949388,7.402472425790214e-08,qsf_discrimination
oasis,4,3,8,qsf,bounded_residual,0.01,4.0,0.08551887933681948,0.0075316991628673405,0.0014084822257950014,8.041170794467675e-07,heat_discrimination
oasis,4,3,8,heat_raw18,bounded_residual,0.001,1.0,0.09923118409406086,0.010120927856385744,0.0015785492755183551,8.041170794467675e-08,heat_discrimination
oasis,4,3,8,heat_norm18,projection,0.01,1.0,0.10424430181450253,0.011103298212679432,0.0014660514436166065,8.041170794467675e-07,heat_discrimination
oasis,4,3,16,qsf,bounded_residual,0.01,1.0,0.06637059783587493,0.00455232112791434,0.001157052960298442,8.041170794467675e-07,random
oasis,4,3,16,heat_raw18,bounded_residual,0.01,1.0,0.08568044128011476,0.007651940085540822,0.0016809144361589496,8.041170794467675e-07,heat_discrimination
oasis,4,3,16,heat_norm18,projection,0.01,1.0,0.08684931287899203,0.007731916222115264,0.0013111863974078553,8.041170794467675e-07,random
oasis,4,3,32,qsf,bounded_residual,0.1,1.0,0.050499673364834116,0.0026540325762325337,0.000971482308254186,8.041170794467675e-06,heat_discrimination
oasis,4,3,32,heat_raw18,bounded_residual,0.01,1.0,0.07506092141925466,0.005865238271859567,0.0014494398527834058,8.041170794467675e-07,qsf_discrimination
oasis,4,3,32,heat_norm18,bounded_residual,0.01,1.0,0.07154758685857447,0.005315580717933771,0.001336629181759812,8.041170794467675e-07,heat_discrimination
oasis,5,1,8,qsf,bounded_residual,0.01,4.0,0.07642358962168803,0.006046665329900129,0.0013688093008688187,7.605719501064801e-07,random
oasis,5,1,8,heat_raw18,bounded_residual,0.001,2.0,0.09660318678504258,0.00956701993327202,0.0014611459893652333,7.605719501064801e-08,random
oasis,5,1,8,heat_norm18,bounded_residual,0.01,1.0,0.1043889836668342,0.011069205749729746,0.0012509844804471796,7.605719501064801e-07,random
oasis,5,1,16,qsf,bounded_residual,0.01,1.0,0.05894811731500977,0.0036150595176609153,0.0011288730610527259,7.605719501064801e-07,qsf_discrimination
oasis,5,1,16,heat_raw18,bounded_residual,0.01,1.0,0.07822518303355283,0.006284801702243764,0.0012270527943406928,7.605719501064801e-07,qsf_discrimination
oasis,5,1,16,heat_norm18,bounded_residual,0.001,1.0,0.08098165289977709,0.0067458962385226464,0.0013068634627947716,7.605719501064801e-08,qsf_discrimination
oasis,5,1,32,qsf,bounded_residual,0.1,4.0,0.044703943731565936,0.0020677374014206043,0.0007936957068938511,7.605719501064801e-06,qsf_discrimination
oasis,5,1,32,heat_raw18,bounded_residual,0.001,1.0,0.06386400367704094,0.004174137390450947,0.0009318916479634821,7.605719501064801e-08,qsf_discrimination
oasis,5,1,32,heat_norm18,projection,0.001,1.0,0.06703074288986728,0.004642279141412319,0.001164468856856771,7.605719501064801e-08,qsf_discrimination
oasis,5,2,8,qsf,bounded_residual,0.01,4.0,0.07787170453835285,0.00621497329792775,0.0011715216609149688,7.406858751203614e-07,heat_discrimination
oasis,5,2,8,heat_raw18,bounded_residual,0.001,1.0,0.08983483953741715,0.00820535688947557,0.001108063399737169,7.406858751203615e-08,heat_discrimination
oasis,5,2,8,heat_norm18,bounded_residual,0.001,1.0,0.09095783185062892,0.008409146856127182,0.0011111815217060153,7.406858751203615e-08,heat_discrimination
oasis,5,2,16,qsf,bounded_residual,0.01,4.0,0.05289421308746709,0.0028893179556548267,0.000912141224673879,7.406858751203614e-07,qsf_discrimination
oasis,5,2,16,heat_raw18,bounded_residual,0.001,1.0,0.06779011177219388,0.00470844494171909,0.0010133010305322541,7.406858751203615e-08,qsf_discrimination
oasis,5,2,16,heat_norm18,bounded_residual,0.01,1.0,0.07101190348469978,0.00520956053925459,0.0012316659181563646,7.406858751203614e-07,qsf_discrimination
oasis,5,2,32,qsf,bounded_residual,0.01,4.0,0.040871922833150824,0.0017552986048314542,0.0008779341907021238,7.406858751203614e-07,qsf_discrimination
oasis,5,2,32,heat_raw18,bounded_residual,0.001,1.0,0.05866286898559162,0.0035654455701439754,0.0010622162616790152,7.406858751203615e-08,qsf_discrimination
oasis,5,2,32,heat_norm18,bounded_residual,0.001,1.0,0.059507396136709016,0.0037094916381844784,0.0012371574575073515,7.406858751203615e-08,qsf_discrimination
oasis,5,3,8,qsf,bounded_residual,0.01,4.0,0.08354426689822483,0.007134695758550368,0.001187247492727085,8.048289738430583e-07,heat_discrimination
oasis,5,3,8,heat_raw18,bounded_residual,0.001,4.0,0.0975194851148468,0.009640428522975811,0.0010886962424302268,8.048289738430584e-08,heat_discrimination
oasis,5,3,8,heat_norm18,projection,0.001,4.0,0.10147534541509899,0.010451266036834992,0.0011832939760813344,8.048289738430584e-08,heat_discrimination
oasis,5,3,16,qsf,bounded_residual,0.01,4.0,0.06509443918411364,0.00434142698842181,0.0009730036705879547,8.048289738430583e-07,qsf_discrimination
oasis,5,3,16,heat_raw18,bounded_residual,0.001,4.0,0.08344272752892493,0.007089804862394088,0.0010749887311362124,8.048289738430584e-08,qsf_discrimination
oasis,5,3,16,heat_norm18,bounded_residual,0.01,4.0,0.08599520475061938,0.00753069478902401,0.001109953106802519,8.048289738430583e-07,qsf_discrimination
oasis,5,3,32,qsf,bounded_residual,0.01,1.0,0.048439673773191014,0.0024335792771707702,0.0008902363420493821,8.048289738430583e-07,sfh_fixed
oasis,5,3,32,heat_raw18,bounded_residual,0.001,4.0,0.07084969376140521,0.005140882328272484,0.0010496892275490683,8.048289738430584e-08,sfh_fixed
oasis,5,3,32,heat_norm18,projection,0.001,1.0,0.06898546198268529,0.004870354525080235,0.0010061653583406129,8.048289738430584e-08,heat_discrimination
