cohort,source_count,encoder,track,equal_participant_nrmse,equal_participant_nmse,row_mean_nrmse,p95,p99,maximum,rows_above_one,participants,records
hcp83,32,qsf,template_selected_projection,0.02994004037794601,0.0010024532581612857,0.029799176847430244,0.047873457851307435,0.06715247766405961,0.1097519179316867,0,729,3189
hcp83,32,qsf,template_selected_robust,0.028510318844378137,0.0009074501381890035,0.028423067480817268,0.04600045446302672,0.0643413770562344,0.1018582804966282,0,729,3189
oasis,8,heat_norm18,atlas_random_aligned,0.025577429078618114,0.0006987518789562318,0.025615415967727803,0.03610602730395522,0.052829964830800706,0.1104039286132078,0,461,2085
oasis,8,heat_norm18,atlas_random_mean,0.13528681232989298,0.020158356001362693,0.13609764757063308,0.19502587990912998,0.34487315519796274,0.4524658031541464,0,461,2085
oasis,8,heat_norm18,atlas_selected_aligned,0.024528527768860005,0.0006406329258140344,0.02456953736016524,0.03452242142645988,0.051535829797848515,0.0838489061279694,0,461,2085
oasis,8,heat_norm18,atlas_selected_mean,0.13528681232989298,0.020158356001362693,0.13609764757063308,0.19502587990912998,0.34487315519796274,0.4524658031541464,0,461,2085
oasis,8,heat_norm18,floor_random_robust,0.10984475985974178,0.01246563976912511,0.10990166898967493,0.14075476350374133,0.19830687261112823,0.2799854203491846,0,461,2085
oasis,8,heat_norm18,ordinary_selected,0.10286173809131176,0.011193769801764467,0.10281650742914909,0.12497599666425918,0.22832333948104938,0.398168516655911,0,461,2085
oasis,8,heat_norm18,random_bounded_residual,0.11453808925739607,0.013585798998284177,0.11471318530115422,0.14182892857840684,0.2033611655656488,0.3785944126235449,0,461,2085
oasis,8,heat_norm18,random_ordinary,0.11767189462420201,0.014735638809589767,0.11793746138695836,0.14566466101984166,0.2712820331381308,0.568943973680767,0,461,2085
oasis,8,heat_norm18,random_projection,0.11488933589745247,0.013696266179483297,0.11511074329060324,0.14233922171030441,0.20635280452615404,0.386442305772352,0,461,2085
